chr13	3000000	3010000	4.008297279
chr13	3020000	3030000	6.208297279
chr13	3030000	3040000	5.008297279
chr13	3040000	3050000	3.808297279
chr13	3080000	3090000	6.208297279
chr13	3090000	3100000	7.208297279
chr13	3110000	3120000	6.808297279
chr13	3150000	3160000	4.808297279
chr13	3160000	3170000	6.008297279
chr13	3170000	3180000	4.008297279
chr13	3180000	3190000	6.008297279
chr13	3200000	3210000	6.208297279
chr13	3220000	3230000	6.008297279
chr13	3230000	3240000	5.008297279
chr13	3260000	3270000	4.808297279
chr13	3270000	3280000	6.808297279
chr13	3280000	3290000	4.808297279
chr13	3290000	3300000	4.808297279
chr13	3300000	3310000	4.808297279
chr13	3310000	3320000	4.808297279
chr13	3320000	3330000	4.808297279
chr13	3330000	3340000	4.808297279
chr13	3340000	3350000	4.808297279
chr13	3360000	3370000	5.008297279
chr13	3370000	3380000	5.008297279
chr13	3380000	3390000	4.008297279
chr13	3400000	3410000	5.008297279
chr13	3410000	3420000	5.608297279
chr13	3430000	3440000	6.808297279
chr13	3450000	3460000	4.808297279
chr13	3460000	3470000	5.008297279
chr13	3490000	3500000	6.808297279
chr13	3500000	3510000	5.608297279
chr13	3510000	3520000	5.608297279
chr13	3520000	3530000	5.608297279
chr13	3540000	3550000	5.008297279
chr13	3550000	3560000	5.008297279
chr13	3560000	3570000	5.008297279
chr13	3570000	3580000	5.008297279
chr13	3600000	3610000	7.408297279
chr13	3610000	3620000	5.208297279
chr13	3620000	3630000	4.808297279
chr13	3630000	3640000	5.608297279
chr13	3640000	3650000	5.608297279
chr13	3660000	3670000	4.808297279
chr13	3670000	3680000	5.008297279
chr13	3680000	3690000	5.608297279
chr13	3700000	3710000	4.808297279
chr13	3710000	3720000	5.608297279
chr13	3720000	3730000	5.008297279
chr13	3730000	3740000	7.408297279
chr13	3740000	3750000	4.808297279
chr13	3750000	3760000	5.008297279
chr13	3760000	3770000	6.808297279
chr13	3790000	3800000	5.608297279
chr13	3800000	3810000	5.608297279
chr13	3810000	3820000	5.608297279
chr13	3820000	3830000	4.808297279
chr13	3830000	3840000	5.608297279
chr13	3840000	3850000	4.808297279
chr13	3850000	3860000	5.608297279
chr13	3880000	3890000	5.608297279
chr13	3940000	3950000	6.208297279
chr13	3970000	3980000	6.008297279
chr13	3980000	3990000	8.608297279
chr13	4000000	4010000	4.808297279
chr13	4010000	4020000	5.208297279
chr13	4020000	4030000	5.208297279
chr13	4030000	4040000	5.008297279
chr13	4040000	4050000	5.608297279
chr13	4050000	4060000	4.808297279
